Title,Description,Issue ID,URL,State,Author,Author Username,Assignee,Assignee Username,Confidential,Locked,Due Date,Created At (UTC),Updated At (UTC),Closed At (UTC),Milestone,Weight,Labels,Time Estimate,Time Spent,Epic ID,Epic Title
"QR Code mit dem man auf die Seite kommt generieren lassen, LSN Design/Farben beachten ggf. mehrere Varianten machen",,389,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/389,Closed,Dominique Fischer,dominique.fischer,Ilyass Essar Rhini,ilyass.essar_rhini,No,No,,2024-07-11 16:11:57,2024-07-19 15:34:16,2024-07-19 15:34:16,Abgabe 3,,,0,0,,
Tests im Frontend fixen,"## Technical Debt

### Beschreibung:
Im Frontend funktionieren noch nicht alle Test nach Änderungen an der Struktur des Frontends.

### Auswirkungen
Die Pipelines, welche die Tests ausführen, schlagen fehl so lange nicht alle Tests funktionieren.",390,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/390,Closed,Max Mager,max.mager,Artem Zakharevych,artem.zakharevych,No,No,,2024-07-11 17:01:25,2024-07-19 14:49:24,2024-07-19 14:49:24,Abgabe 3,1,"Team::FrontEnd,Technical Debt",0,4800,,
Tests im Backend fixen,"## Technical Debt

### Beschreibung:
Im Backend gehen noch nicht alle Tests.

### Auswirkungen
Die Testpipeline funktioniert daher noch nicht",391,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/391,Closed,Max Mager,max.mager,Batbuyan Buyandelger,batbuyan.buyandelger,No,No,,2024-07-11 17:03:55,2024-07-19 14:49:24,2024-07-19 14:49:24,Abgabe 3,1,"Team::BackEnd,Technical Debt",0,25200,,
"In der Start-Darstellung muss eine Art Startfolie gezeigt werden, die mindestens den Projektnamen, das Projektkürzel, Projektsponsor, die Teammitglieder (siehe unten), das Logo der HTWK Leipzig (siehe unten), sowie die Modulreferenz anzeigt (weitere Infor",,392,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/392,Closed,Lam Nguyen,lam.nguyen,Batbuyan Buyandelger,batbuyan.buyandelger,No,No,,2024-07-12 10:23:38,2024-07-16 20:22:08,2024-07-16 20:22:08,Abgabe 3,,,0,0,,
"Overlay (für oben): Balken der Projektname, Projektsponsor, HTWK Logo und QR zur Webseite darstellt",,393,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/393,Closed,Lam Nguyen,lam.nguyen,Vladislav Antonov,vladislav.antonov,No,No,,2024-07-12 10:26:07,2024-07-12 13:36:04,2024-07-12 13:36:04,Abgabe 3,,,0,0,,
"Overlay (unten): Am unteren Rand der Starteinstellung soll folgende Zeile dargestellt sein: Softwareprojekt I + Projektmanagementpraktikum I – Sommersemester 2023 – Dozenten: Prof. Dr. Andreas Both, Tobias Höppner",,394,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/394,Closed,Lam Nguyen,lam.nguyen,Vladislav Antonov,vladislav.antonov,No,No,,2024-07-12 10:26:24,2024-07-13 11:18:10,2024-07-13 11:18:10,Abgabe 3,,,0,0,,
"Skript planen mit Absprache mit den anderen (Poster, Steckbrief)",,395,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/395,Closed,Lam Nguyen,lam.nguyen,"Vladislav Antonov, Lam Nguyen, Robert Hobelsberger, Batbuyan Buyandelger","vladislav.antonov, lam.nguyen, robert.hobelsberger, batbuyan.buyandelger",No,No,,2024-07-12 10:27:51,2024-07-13 14:25:53,2024-07-13 14:25:53,Abgabe 3,,,0,0,,
Gruppenfoto machen,,396,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/396,Closed,Lam Nguyen,lam.nguyen,"Vladislav Antonov, Lam Nguyen, Robert Hobelsberger, Batbuyan Buyandelger","vladislav.antonov, lam.nguyen, robert.hobelsberger, batbuyan.buyandelger",No,No,,2024-07-12 10:28:10,2024-07-19 14:06:34,2024-07-16 20:21:57,Abgabe 3,,,0,0,,
Video und Bildmaterial sammeln,,397,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/397,Closed,Lam Nguyen,lam.nguyen,"Vladislav Antonov, Lam Nguyen, Robert Hobelsberger, Batbuyan Buyandelger","vladislav.antonov, lam.nguyen, robert.hobelsberger, batbuyan.buyandelger",No,No,,2024-07-12 10:28:54,2024-07-19 13:28:39,2024-07-19 13:28:39,Abgabe 3,,,0,0,,
"Storyboard erstellen: Entwickeln eines Storyboards, das die visuelle Umsetzung des Skripts darstellt.",,398,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/398,Closed,Lam Nguyen,lam.nguyen,Lam Nguyen,lam.nguyen,No,No,,2024-07-12 10:37:01,2024-07-16 20:22:18,2024-07-16 20:22:18,Abgabe 3,,,0,0,,
Aufnahme von Audio für das Video,,399,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/399,Closed,Lam Nguyen,lam.nguyen,Lam Nguyen,lam.nguyen,No,No,,2024-07-12 10:37:55,2024-07-19 14:05:09,2024-07-19 14:05:09,Abgabe 3,,,0,0,,
Zusammenfügen der Inhalte im Editing Programm,,400,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/400,Closed,Lam Nguyen,lam.nguyen,Lam Nguyen,lam.nguyen,No,No,,2024-07-12 10:38:33,2024-07-19 14:05:18,2024-07-19 14:05:18,Abgabe 3,,,0,0,,
Interne Review,,401,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/401,Closed,Lam Nguyen,lam.nguyen,"","",No,No,,2024-07-12 10:38:52,2024-07-17 13:43:48,2024-07-17 13:43:48,Abgabe 3,,,0,0,,
Externe Review: ggf Feedback einarbeiten,,402,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/402,Closed,Lam Nguyen,lam.nguyen,"","",No,No,,2024-07-12 10:39:12,2024-07-19 14:05:26,2024-07-19 14:05:26,Abgabe 3,,,0,0,,
Finalisierung des Videos mithilfe der Feedbacks,,403,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/403,Closed,Lam Nguyen,lam.nguyen,Lam Nguyen,lam.nguyen,No,No,,2024-07-12 10:39:44,2024-07-19 14:05:54,2024-07-19 14:05:54,Abgabe 3,,,0,0,,
Upload des Videos,,404,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/404,Closed,Lam Nguyen,lam.nguyen,Lam Nguyen,lam.nguyen,No,No,,2024-07-12 10:40:09,2024-07-19 14:06:04,2024-07-19 14:06:04,Abgabe 3,,,0,0,,
Docker Abgabe Punkte nachbereiten.,"## User Story

### Beschreibung:  
**Als** Team

**möchte ich** die Abgabe seitens DevOps/Docker nachbereiten

**um** die Abgabe 3 abzuschließen.",405,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/405,Closed,Vladislav Antonov,vladislav.antonov,Vladislav Antonov,vladislav.antonov,No,No,,2024-07-13 08:32:08,2024-07-19 14:49:13,2024-07-19 14:49:13,Abgabe 3,2,"Team::FullStack,User Story",0,7200,,
Skript zu: Motivation und Zielstellung (Warum?) schreiben,,406,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/406,Closed,Lam Nguyen,lam.nguyen,Vladislav Antonov,vladislav.antonov,No,No,,2024-07-13 14:26:25,2024-07-13 15:47:53,2024-07-13 15:47:53,Abgabe 3,,,0,0,,
Skript zu: Umsetzung (Wie?),,407,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/407,Closed,Lam Nguyen,lam.nguyen,Robert Hobelsberger,robert.hobelsberger,No,No,,2024-07-13 14:26:53,2024-07-14 13:22:36,2024-07-14 13:22:36,Abgabe 3,,,0,0,,
"Skript zu: Erkenntnisse, Ergebnisse und nächste Schritte (Was wurde erreicht?) schreiben",,408,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/408,Closed,Lam Nguyen,lam.nguyen,Batbuyan Buyandelger,batbuyan.buyandelger,No,No,,2024-07-13 14:27:16,2024-07-19 14:06:47,2024-07-17 13:58:59,Abgabe 3,,,0,0,,
Video und poster hinzufügen,,409,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/409,Closed,Marie Schwabe,marie.schwabe,Max Mager,max.mager,No,No,,2024-07-16 14:54:01,2024-07-19 15:29:04,2024-07-19 15:29:04,Abgabe 3,,,0,0,,
Herr Schäfer fertiges Video schicken,,410,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/410,Closed,Vladislav Antonov,vladislav.antonov,"","",No,No,,2024-07-17 13:44:05,2024-07-19 15:31:12,2024-07-19 15:31:12,Abgabe 3,,,0,0,,
Quellenangabe am Ende,,411,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/411,Closed,Vladislav Antonov,vladislav.antonov,"","",No,No,,2024-07-17 14:01:48,2024-07-19 14:05:33,2024-07-19 14:05:33,Abgabe 3,,,0,0,,
